ascii_name,description,genus_pk,id,iso_codes,jsondata,latitude,longitude,macroarea,markup_description,name,pk,samples_100,samples_200
daba,,109,dab,"dbq, dkx",{},10.16666667,13.75,Africa,,Daba,546,FALSE,FALSE
dabida,,31,dbd,dav,{},-4,38.66666667,Africa,,Dabida,557,FALSE,FALSE
dadibi,,224,dad,mps,{},-6.55,144.5833333,Papunesia,,Dadibi,547,FALSE,FALSE
dadjriwale,,41,ddj,god,{},5.25,-5.666666667,Africa,,Dadjriwalé,562,FALSE,FALSE
daga,,225,dag,dgz,{},-10,149.3333333,Papunesia,,Daga,548,TRUE,TRUE
dagaare,,144,dga,dga,{},10.5,-2.666666667,Africa,,Dagaare,571,FALSE,FALSE
dagbani,,144,dgb,dag,{},9.583333333,-0.5,Africa,,Dagbani,572,FALSE,FALSE
dagur,,110,dgr,dta,{},48,124,Eurasia,,Dagur,576,FALSE,FALSE
dahalo,,226,dah,dal,{},-2.333333333,40.5,Africa,,Dahalo,549,FALSE,FALSE
daju dar fur,,229,ddf,daj,{},12.25,25.25,Africa,,Daju (Dar Fur),561,FALSE,FALSE
dakota,,142,dak,dak,{},45,-93.5,North America,,Dakota,550,FALSE,FALSE
damana,,208,dam,mbp,{},11,-73.5,South America,,Damana,551,FALSE,FALSE
dan,,136,dan,dnj,{},7.5,-8,Africa,,Dan,552,FALSE,FALSE
dangaleat western,,130,dnw,daa,{},12.16666667,18.33333333,Africa,,Dangaléat (Western),608,FALSE,FALSE
dani lower grand valley,,236,dni,dni,{},-4.333333333,138.8333333,Papunesia,,Dani (Lower Grand Valley),607,TRUE,TRUE
danish,,27,dsh,dan,{},56,10,Eurasia,,Danish,620,FALSE,FALSE
darai,,84,dar,dry,{},24,84,Eurasia,,Darai,553,FALSE,FALSE
dargwa,,240,drg,dar,{},42.25,47.41666667,Eurasia,,Dargwa,617,FALSE,FALSE
dari,,138,dri,prs,{},35,66,Eurasia,,Dari,618,FALSE,FALSE
darma,,56,drm,drd,{},30,79.75,Eurasia,,Darma,619,FALSE,FALSE
datooga,,18,dat,tcc,{},-4.333333333,35.33333333,Africa,,Datooga,554,FALSE,FALSE
daw,,227,daw,kwa,{},-0.25,-67.08333333,South America,,Dâw,555,FALSE,FALSE
day,,228,day,dai,{},8.75,17.83333333,Africa,,Day,556,FALSE,FALSE
defaka,,231,def,afn,{},4.583333333,7.5,Africa,,Defaka,564,FALSE,FALSE
degema,,149,deg,deg,{},4.75,6.75,Africa,,Degema,565,FALSE,FALSE
degexitan,,37,dgx,ing,{},62,-160,North America,,Degexit'an,577,FALSE,FALSE
deni,,146,den,dny,{},-6,-67,South America,,Dení,566,FALSE,FALSE
desano,,150,des,des,{},0.833333333,-69.83333333,South America,,Desano,568,FALSE,FALSE
deti,,70,det,shg,{},-20.5,24.5,Africa,,Deti,569,FALSE,FALSE
deuri,,155,deu,der,{},26,90.25,Eurasia,,Deuri,570,FALSE,FALSE
deutsche gebardensprache,,23,dge,gsg,{},52,11,Eurasia,,Deutsche Gebärdensprache,573,FALSE,FALSE
dhaasanac,,10,dha,dsh,{},4.666666667,36.33333333,Africa,,Dhaasanac,578,FALSE,FALSE
dhalandji,,117,dhl,dhl,{},-22.08,115,Australia,,Dhalandji,581,FALSE,FALSE
dharawal,,113,dhw,tbh,{},-34.5,150.5,Australia,,Dharawal,585,FALSE,FALSE
dhargari,,117,dhr,dhr,{},-23.75,114.9166667,Australia,,Dhargari,583,FALSE,FALSE
dharumbal,,35,dhb,bjy,{},-22.75,150.5,Australia,,Dharumbal,579,FALSE,FALSE
dhimal,,232,dhm,dhi,{},26.66666667,87.75,Eurasia,,Dhimal,582,FALSE,FALSE
dhivehi,,84,dhi,div,{},4.166666667,73.5,Eurasia,,Dhivehi,580,FALSE,FALSE
dhurga,,113,dhu,dhu,{},-35.66666667,150,Australia,,Dhurga,584,FALSE,FALSE
dhuwal datiwuy,,117,dda,duj,{},-12.16666667,136.25,Australia,,Dhuwal (Dätiwuy),560,FALSE,FALSE
didinga,,140,did,did,{},4.5,33.5,Africa,,Didinga,586,FALSE,FALSE
diegueno mesa grande,,183,die,dih,{},32.66666667,-116.1666667,North America,,Diegueño (Mesa Grande),587,FALSE,FALSE
digaro,,233,dig,mhu,{},28.41666667,96,Eurasia,,Digaro,588,FALSE,FALSE
dii,,239,ygd,dur,{},8,14,Africa,,Dii,2579,FALSE,FALSE
dimasa,,155,dms,dis,{},25.5,93,Eurasia,,Dimasa,605,FALSE,FALSE
dime,,2,dim,dim,{},6.166666667,36.25,Africa,,Dime,589,FALSE,FALSE
ding,,31,dng,diz,{},-4.333333333,19.5,Africa,,Ding,606,FALSE,FALSE
dinka,,18,din,dip,{},8.5,28,Africa,,Dinka,590,FALSE,FALSE
diolafogny,,143,dio,dyo,{},13,-16.25,Africa,,Diola-Fogny,591,FALSE,TRUE
diolakasa,,143,csk,csk,{},12.5,-16.75,Africa,,Diola-Kasa,517,FALSE,FALSE
diyari,,9,diy,dif,{},-28,139,Australia,,Diyari,592,FALSE,FALSE
dizi,,234,diz,mdx,{},6.166666667,36.5,Africa,,Dizi,593,FALSE,FALSE
djabugay,,35,dja,dyy,{},-16.75,145.5833333,Australia,,Djabugay,594,FALSE,FALSE
djambarrpuyngu,,117,djm,djr,{},-12.16666667,135.5,Australia,,Djambarrpuyngu,596,FALSE,FALSE
djapu,,117,djp,duj,{},-12.66666667,136,Australia,,Djapu,598,FALSE,FALSE
djaru,,117,djr,ddj,{},-18.75,128,Australia,,Djaru,599,FALSE,FALSE
djinang,,117,djn,dji,{},-12.33333333,134.8333333,Australia,,Djinang,597,FALSE,FALSE
djingili,,235,dji,jig,{},-17.75,134,Australia,,Djingili,595,FALSE,FALSE
dla menggwa,,69,dlm,kbv,{},-3.55,141.0333333,Papunesia,,Dla (Menggwa),601,FALSE,FALSE
dla proper,,69,der,kbv,{},-3.583333333,141,Papunesia,,Dla (Proper),567,FALSE,FALSE
dobel,,49,dob,kvo,{},-6.25,134.6666667,Papunesia,,Dobel,609,FALSE,FALSE
dogri,,84,dgi,"dgo, xnr",{},33,75,Eurasia,,Dogri,574,FALSE,FALSE
doko,,31,dok,ngc,{},3,23.08333333,Africa,,Doko,610,FALSE,FALSE
dolgan,,83,dol,dlg,{},71.25,98,Eurasia,,Dolgan,611,FALSE,FALSE
domaaki,,84,dmk,dmk,{},36.16666667,74,Eurasia,,Domaaki,604,FALSE,FALSE
domari,,84,dom,rmt,{},32,35,Eurasia,,Domari,612,FALSE,FALSE
dongo,,107,dgo,doo,{},3,30,Africa,,Dongo,575,FALSE,FALSE
dong southern,,237,don,kmc,{},27,109,Eurasia,,Dong (Southern),613,FALSE,FALSE
donno so,,230,dds,dds,{},14.33333333,-3.583333333,Africa,,Donno So,563,FALSE,FALSE
doutai,,238,dou,tds,{},-3.333333333,138.1666667,Papunesia,,Doutai,614,FALSE,FALSE
doyayo,,239,doy,dow,{},8.666666667,13.08333333,Africa,,Doyayo,615,FALSE,FALSE
drehu,,25,dre,dhv,{},-21,167.25,Papunesia,,Drehu,616,FALSE,TRUE
duala,,31,dua,dua,{},4,9.416666667,Africa,,Duala,622,FALSE,FALSE
duka,,62,duk,dud,{},11.16666667,5.083333333,Africa,,Duka,624,FALSE,FALSE
dullay gollango,,10,dug,gwd,{},5.5,37.25,Africa,,Dullay (Gollango),623,FALSE,FALSE
dulong,,72,dul,duu,{},28,98.33333333,Eurasia,,Dulong,625,FALSE,FALSE
duma,,31,dma,dma,{},-0.95,13,Africa,,Duma,602,FALSE,FALSE
dumagat casiguran,,139,dca,dgc,{},16.33333333,122,Papunesia,,Dumagat (Casiguran),559,FALSE,FALSE
dumi,,88,dmi,dus,{},27.25,86.66666667,Eurasia,,Dumi,603,FALSE,FALSE
dumo,,241,dum,vam,{},-2.683333333,141.3,Papunesia,,Dumo,626,FALSE,FALSE
duna,,242,dun,duc,{},-5.5,142.5,Papunesia,,Duna,627,FALSE,FALSE
dutch,,27,dut,nld,{},52.5,6,Eurasia,,Dutch,628,FALSE,FALSE
dutch brabantic,,27,dbr,nld,{},50.75,4.5,Eurasia,,Dutch (Brabantic),558,FALSE,FALSE
dutch limburg,,27,dli,nld,{},51,5.5,Eurasia,,Dutch (Limburg),600,FALSE,FALSE
dutch zeeuws,,27,duz,zea,{},51.5,3.75,Eurasia,,Dutch (Zeeuws),629,FALSE,FALSE
dyimini,,243,dym,dyi,{},8.416666667,-4.416666667,Africa,,Dyimini,631,FALSE,FALSE
dyirbal,,35,dyi,dbl,{},-17.83333333,145.5833333,Australia,,Dyirbal,630,FALSE,FALSE
dyula,,108,dyu,dyu,{},9.833333333,-4.666666667,Africa,,Dyula,632,FALSE,FALSE
ebira,,244,ebi,igb,{},8.166666667,7,Africa,,Ebira,633,FALSE,FALSE
edolo,,245,edo,etr,{},-6.166666667,142.6666667,Papunesia,,Edolo,634,FALSE,FALSE
efate south,,25,erk,erk,{},-17.75,168.4166667,Papunesia,,Efate (South),654,FALSE,FALSE
efik,,29,efi,efi,{},4.916666667,8.5,Africa,,Efik,635,FALSE,FALSE
ega,,246,ega,ega,{},5.5,-5.5,Africa,,Ega,636,FALSE,FALSE
eipo,,247,eip,eip,{},-4.333333333,140.0833333,Papunesia,,Eipo,638,FALSE,FALSE
ejagham,,31,eja,etu,{},5.416666667,8.666666667,Africa,,Ejagham,639,FALSE,FALSE
ekari,,248,eka,ekg,{},-3.833333333,135.5,Papunesia,,Ekari,640,FALSE,TRUE
ekoti,,31,eko,eko,{},-16.5,39.5,Africa,,Ekoti,641,FALSE,FALSE
elseng,,249,els,mrf,{},-3,140.5,Papunesia,,Elseng,642,FALSE,FALSE
emai,,149,ora,ema,{},7.083333333,5.916666667,Africa,,Emai,1842,FALSE,FALSE
embaloh,,87,eml,emb,{},1.166666667,112.3333333,Papunesia,,Embaloh,646,FALSE,FALSE
embera chami,,178,emc,cmi,{},5,-76,South America,,Embera Chami,644,FALSE,FALSE
embera northern,,178,emb,emp,{},6.833333333,-77.16666667,South America,,Emberá (Northern),643,FALSE,FALSE
emerillon,,16,eme,eme,{},3.166666667,-52.41666667,South America,,Émérillon,645,FALSE,FALSE
emmi,,250,emm,amy,{},-13.5,130,Australia,,Emmi,647,FALSE,FALSE
enets,,252,ene,"enf, enh",{},67.5,86.5,Eurasia,,Enets,649,FALSE,FALSE
enga,,251,ena,enq,{},-5.5,143.6666667,Papunesia,,Enga,648,FALSE,FALSE
engenni,,149,egn,enn,{},5.166666667,6.383333333,Africa,,Engenni,637,FALSE,FALSE
enggano,,253,eno,eno,{},-5.416666667,102.25,Papunesia,,Enggano,651,FALSE,FALSE
english,,27,eng,eng,{},52,0,Eurasia,,English,650,TRUE,TRUE
enya,,31,eny,gey,{},-0.5,25.25,Africa,,Enya,652,FALSE,FALSE
epena pedee,,178,epe,sja,{},3,-77,South America,,Epena Pedee,653,FALSE,TRUE
erromangan,,25,err,erg,{},-18.83333333,169.1666667,Papunesia,,Erromangan,655,FALSE,FALSE
ese ejja,,66,ese,ese,{},-11,-66,South America,,Ese Ejja,656,FALSE,FALSE
esmeraldeno,,254,esm,,{},0.333333333,-79.83333333,South America,,Esmeraldeño,657,FALSE,FALSE
esselen,,255,ess,esq,{},36.25,-121.75,North America,,Esselen,658,FALSE,FALSE
estonian,,256,est,est,{},59,26,Eurasia,,Estonian,659,FALSE,FALSE
etsako,,149,ets,ets,{},7.25,6.5,Africa,,Etsako,660,FALSE,FALSE
eudeve,,257,eud,opt,{},29.16666667,-109.6666667,North America,,Eudeve,661,FALSE,FALSE
even,,258,evn,eve,{},68,130,Eurasia,,Even,663,FALSE,FALSE
evenki,,258,eve,evn,{},56,125,Eurasia,,Evenki,662,FALSE,TRUE
ewe,,5,ewe,ewe,{},6.333333333,0.416666667,Africa,,Ewe,665,FALSE,TRUE
ewe anglo,,5,ewa,ewe,{},6,1,Africa,,Ewe (Anglo),664,FALSE,FALSE
ewondo,,31,ewo,ewo,{},4,12,Africa,,Ewondo,666,FALSE,FALSE
eyak,,259,eya,eya,{},60.5,-145,North America,,Eyak,667,FALSE,FALSE
faroese,,27,far,fao,{},62,-7,Eurasia,,Faroese,668,FALSE,FALSE
fasu,,260,fas,faa,{},-6.583333333,143.3333333,Papunesia,,Fasu,669,FALSE,FALSE
fefe,,31,fef,fmp,{},5.25,10.16666667,Africa,,Fe'fe',672,FALSE,FALSE
fijian,,25,fij,fij,{},-17.83333333,178,Papunesia,,Fijian,674,TRUE,TRUE
fijian wayan,,25,fiw,wyy,{},-17,177.3,Papunesia,,Fijian (Wayan),677,FALSE,FALSE
finnish,,256,fin,fin,{},62,25,Eurasia,,Finnish,675,TRUE,TRUE
finnish sign language,,23,fsl,fse,{},62,26,Eurasia,,Finnish Sign Language,691,FALSE,FALSE
fiote,,31,fio,kng,{},-5.5,14,Africa,,Fiote,676,FALSE,FALSE
foe,,262,foe,foi,{},-6.5,143.5,Papunesia,,Foe,682,FALSE,FALSE
folopa,,224,pdp,ppo,{},-7,144.5,Papunesia,,Folopa,1882,FALSE,FALSE
fongbe,,5,fon,fon,{},6.416666667,2.166666667,Africa,,Fongbe,683,FALSE,FALSE
fordata,,49,frd,frd,{},-6.75,131.5,Papunesia,,Fordata,687,FALSE,FALSE
fore,,28,for,for,{},-6.75,145.5,Papunesia,,Fore,684,FALSE,FALSE
fox,,13,fox,sac,{},43,-83,North America,,Fox,685,FALSE,FALSE
french,,85,fre,fra,{},48,2,Eurasia,,French,688,TRUE,TRUE
frisian,,27,fri,frs,{},53,5,Eurasia,,Frisian,689,FALSE,FALSE
frisian eastern,,27,fea,frs,{},53.58333333,7.5,Eurasia,,Frisian (Eastern),671,FALSE,FALSE
frisian north,,27,fno,frr,{},54.5,9,Eurasia,,Frisian (North),681,FALSE,FALSE
frisian western,,27,frw,fry,{},53,6,Eurasia,,Frisian (Western),690,FALSE,FALSE
fula burkina faso,,261,fbf,fuh,{},14,0,Africa,,Fula (Burkina Faso),670,FALSE,FALSE
fula guinean,,261,fgu,fuf,{},11.5,-12.5,Africa,,Fula (Guinean),673,FALSE,FALSE
fula mauritanian,,261,fma,fuc,{},16.5,-13.75,Africa,,Fula (Mauritanian),679,FALSE,FALSE
fula senegal,,261,fus,fuc,{},15,-14,Africa,,Fula (Senegal),697,FALSE,FALSE
fulfulde adamawa,,261,fua,fub,{},9.166666667,13.5,Africa,,Fulfulde (Adamawa),692,FALSE,FALSE
fulfulde maasina,,261,fum,ffm,{},15,-5,Africa,,Fulfulde (Maasina),695,FALSE,FALSE
fulfulde nigerian,,261,fni,fuv,{},10.25,11.25,Africa,,Fulfulde (Nigerian),680,FALSE,FALSE
ful liptako,,261,fli,fuh,{},13.5,0.5,Africa,,Ful (Liptako),678,FALSE,FALSE
fulnio,,264,ful,fun,{},-8,-37.5,South America,,Fulniô,694,FALSE,FALSE
fur,,265,fur,fvr,{},13.5,25,Africa,,Fur,696,FALSE,TRUE
futunaaniwa,,25,fut,fut,{},-19.53333333,170.2166667,Papunesia,,Futuna-Aniwa,698,FALSE,FALSE
futuna east,,25,fue,fud,{},-14.33333333,-178.1666667,Papunesia,,Futuna (East),693,FALSE,FALSE
fuzhou,,204,fuz,cdo,{},26,119.5,Eurasia,,Fuzhou,699,FALSE,FALSE
fyem,,135,fye,pym,{},9.583333333,9.333333333,Africa,,Fyem,700,FALSE,FALSE
ga,,5,ga,gaa,{},5.666666667,-0.166666667,Africa,,Gã,701,FALSE,FALSE
gaagudju,,266,gaa,gbu,{},-12.58333333,132.8333333,Australia,,Gaagudju,702,FALSE,FALSE
gaalpu,,117,glp,dhg,{},-12.66666667,136.75,Australia,,Gaalpu,753,FALSE,FALSE
gaanda,,109,gnd,gqa,{},10.33333333,12.58333333,Africa,,Ga'anda,762,FALSE,FALSE
gadaba kondekor,,271,gdk,gdb,{},18.75,83.5,Eurasia,,Gadaba (Kondekor),726,FALSE,FALSE
gade,,244,gad,ged,{},8.666666667,7.416666667,Africa,,Gade,703,FALSE,FALSE
gadsup,,28,gds,gaj,{},-6.25,146,Papunesia,,Gadsup,729,FALSE,FALSE
gaelic scots,,162,gae,gla,{},57,-4,Eurasia,,Gaelic (Scots),704,FALSE,FALSE
gagauz,,83,gag,gag,{},46.33333333,28.66666667,Eurasia,,Gagauz,705,FALSE,FALSE
gahuku,,28,gah,gah,{},-6,145.4166667,Papunesia,,Gahuku,706,FALSE,FALSE
galela,,277,gll,gbi,{},2.416666667,128.3333333,Papunesia,,Galela,751,FALSE,FALSE
galician,,85,glc,glg,{},43,-8,Eurasia,,Galician,750,FALSE,FALSE
galo,,76,gal,adi,{},28.16666667,94.66666667,Eurasia,,Galo,707,FALSE,FALSE
gamilaraay,,113,gml,kld,{},-29.83333333,149.5,Australia,,Gamilaraay,756,FALSE,FALSE
gamo,,267,gam,gmv,{},6.666666667,37.25,Africa,,Gamo,708,FALSE,FALSE
gapapaiwa,,25,gap,pwg,{},-9.75,149.8333333,Papunesia,,Gapapaiwa,710,FALSE,FALSE
garifuna,,78,grf,cab,{},15.66666667,-88,North America,,Garífuna,780,FALSE,FALSE
garo,,155,gar,grt,{},25.66666667,90.5,Eurasia,,Garo,711,FALSE,TRUE
garrwa,,284,grr,wrk,{},-17.08333333,137.1666667,Australia,,Garrwa,788,FALSE,FALSE
garus,,57,grs,gyb,{},-4.95,145.6666667,Papunesia,,Garus,789,FALSE,FALSE
gaviao,,268,gav,gvo,{},-10.66666667,-62,South America,,Gavião,713,FALSE,FALSE
gayo,,53,gay,gay,{},4.5,97.5,Papunesia,,Gayo,714,FALSE,FALSE
gbaya northwest,,269,gbk,gya,{},6,15,Africa,,Gbaya (Northwest),719,FALSE,FALSE
gbaya southwest,,269,gbs,gso,{},4.7,14.96,Africa,,Gbaya (Southwest),721,FALSE,FALSE
gbeya bossangoa,,269,gbb,gbp,{},6.666666667,17.5,Africa,,Gbeya Bossangoa,716,FALSE,FALSE
gela,,25,gel,nlg,{},-9.083333333,160.25,Papunesia,,Gela,730,FALSE,FALSE
gelao,,276,gla,gqu,{},22.91666667,105.5,Eurasia,,Gelao,749,FALSE,FALSE
georgian,,272,geo,kat,{},42,44,Eurasia,,Georgian,731,TRUE,TRUE
german,,27,ger,deu,{},52,10,Eurasia,,German,732,TRUE,TRUE
german appenzell,,27,gpz,gsw,{},47.33333333,9.333333333,Eurasia,,German (Appenzell),777,FALSE,FALSE
german bavarian,,27,gba,bar,{},49,11.5,Eurasia,,German (Bavarian),715,FALSE,FALSE
german berlin,,27,gbl,deu,{},52.5,13.33333333,Eurasia,,German (Berlin),720,FALSE,FALSE
german bern,,27,gbe,gsw,{},47,7.416666667,Eurasia,,German (Bern),718,FALSE,FALSE
german hannover,,27,gha,deu,{},52.41666667,9.666666667,Eurasia,,German (Hannover),736,FALSE,FALSE
german mansfeldisch,,27,gma,deu,{},51.58333333,11.5,Eurasia,,German (Mansfeldisch),754,FALSE,FALSE
german ostschweiz,,27,gos,gsw,{},47.41666667,9.25,Eurasia,,German (Ostschweiz),776,FALSE,FALSE
german ripuarian,,27,grp,ksh,{},51,7,Eurasia,,German (Ripuarian),787,FALSE,FALSE
german thurgau,,27,gtg,gsw,{},47.58333333,9.166666667,Eurasia,,German (Thurgau),794,FALSE,FALSE
german thuringian,,27,gth,deu,{},51,11,Eurasia,,German (Thuringian),795,FALSE,FALSE
german timisoara,,27,gti,deu,{},45.75,21.25,Eurasia,,German (Timisoara),796,FALSE,FALSE
german upper austrian,,27,gau,bar,{},47,14,Eurasia,,German (Upper Austrian),712,FALSE,FALSE
german viennese,,27,gvi,bar,{},48.16666667,16.33333333,Eurasia,,German (Viennese),813,FALSE,FALSE
german westphalian,,27,gwe,wep,{},52,7.5,Eurasia,,German (Westphalian),815,FALSE,FALSE
german zurich,,27,gzu,gsw,{},47.41666667,8.5,Eurasia,,German (Zurich),819,FALSE,FALSE
ghotuo,,149,gho,aaa,{},7.083333333,5.75,Africa,,Ghotuo,738,FALSE,FALSE
ghulfan,,408,nbh,ghl,{},12,31,Africa,,Ghulfan,1671,FALSE,FALSE
gidabal,,113,gid,bdy,{},-28.41666667,152.4166667,Australia,,Gidabal,740,FALSE,FALSE
gidar,,109,gdr,gid,{},10,14,Africa,,Gidar,728,FALSE,FALSE
gilaki,,138,gil,glk,{},37.33333333,50,Eurasia,,Gilaki,741,FALSE,FALSE
gimira,,267,gim,bcq,{},7,35.75,Africa,,Gimira,742,FALSE,FALSE
gitksan,,274,git,git,{},55.33333333,-127.75,North America,,Gitksan,744,FALSE,FALSE
giziga,,109,giz,"gis, giz",{},10.33333333,14.16666667,Africa,,Giziga,745,FALSE,FALSE
goajiro,,78,goa,guc,{},12,-72,South America,,Goajiro,766,FALSE,FALSE
godie,,41,gdi,god,{},5.416666667,-5.833333333,Africa,,Godié,725,FALSE,FALSE
godoberi,,74,god,gdo,{},42.66666667,46.08333333,Eurasia,,Godoberi,767,FALSE,FALSE
goemai,,67,goe,ank,{},8.666666667,9.75,Africa,,Goemai,768,FALSE,FALSE
gogodala,,281,gog,ggw,{},-8.083333333,142.8333333,Papunesia,,Gogodala,769,FALSE,FALSE
gojri,,84,goj,gju,{},32.75,76.25,Eurasia,,Gojri,770,FALSE,FALSE
gokana,,29,gok,gkn,{},4.583333333,7.333333333,Africa,,Gokana,771,FALSE,FALSE
gola,,128,gol,gol,{},7.25,-10.83333333,Africa,,Gola,772,FALSE,FALSE
golin,,221,gln,gvf,{},-6.333333333,144.75,Papunesia,,Golin,752,FALSE,FALSE
gondi,,282,gon,"ggo, gno",{},19,81,Eurasia,,Gondi,773,FALSE,FALSE
gooniyandi,,147,goo,gni,{},-18.33333333,126.3333333,Australia,,Gooniyandi,774,TRUE,TRUE
gorontalo,,30,grt,gor,{},0.5,122,Papunesia,,Gorontalo,790,FALSE,FALSE
gorowa,,36,gor,gow,{},-4.5,36.5,Africa,,Gorowa,775,FALSE,FALSE
great andamanese,,43,gan,apq,{},12,92.66666667,Eurasia,,Great Andamanese,709,FALSE,FALSE
grebo,,41,grb,grj,{},5,-8,Africa,,Grebo,778,TRUE,TRUE
greek cypriot,,270,gcy,ell,{},34.75,33,Eurasia,,Greek (Cypriot),722,FALSE,FALSE
greek modern,,270,grk,ell,{},39,22,Eurasia,,Greek (Modern),783,TRUE,TRUE
greek sign language,,23,gsl,gss,{},38.5,22,Eurasia,,Greek Sign Language,792,FALSE,FALSE
greenlandic east,,91,gre,kal,{},65,-40,Eurasia,,Greenlandic (East),779,FALSE,FALSE
greenlandic south,,91,gso,kal,{},60,-44,Eurasia,,Greenlandic (South),793,FALSE,FALSE
greenlandic west,,91,grw,kal,{},64,-51,Eurasia,,Greenlandic (West),791,TRUE,TRUE
guadeloupe creole,,34,gdl,gcf,{},16.25,-61.5,North America,,Guadeloupe Creole,727,FALSE,FALSE
guahibo,,219,ghb,guh,{},5,-69,South America,,Guahibo,737,FALSE,FALSE
guajajara,,16,gjj,gub,{},-5,-46,South America,,Guajajara,747,FALSE,FALSE
guambiano,,96,gmb,gum,{},2.5,-76.66666667,South America,,Guambiano,755,FALSE,FALSE
guana,,279,gna,gva,{},-22,-58,South America,,Guana,760,FALSE,FALSE
guanano,,150,gno,gvc,{},0.833333333,-69.5,South America,,Guanano,764,FALSE,FALSE
guaque,,45,guq,cbd,{},1,-72.08333333,South America,,Guaque,808,FALSE,FALSE
guarani,,16,gua,gug,{},-26,-56,South America,,Guaraní,798,TRUE,TRUE
guarijio,,283,grj,var,{},27.75,-108.6666667,North America,,Guarijío,782,FALSE,FALSE
guato,,285,gto,gta,{},-17,-58,South America,,Guató,797,FALSE,FALSE
guayabero,,219,gyb,guo,{},2.833333333,-72,South America,,Guayabero,817,FALSE,FALSE
gude,,109,gud,gde,{},10.41666667,13.41666667,Africa,,Gude,799,FALSE,FALSE
guduf,,109,gdf,gdf,{},11.23333333,13.8,Africa,,Guduf,724,FALSE,FALSE
guere,,41,gue,"gxx, wec",{},6.666666667,-7.75,Africa,,Guere,800,FALSE,FALSE
gugada,,117,gug,ktd,{},-30,134,Australia,,Gugada,802,FALSE,FALSE
gugadj,,35,ggd,ggd,{},-18.5,140.5,Australia,,Gugadj,734,FALSE,FALSE
guhusamane,,132,guh,ghs,{},-8,147.3333333,Papunesia,,Guhu-Samane,803,FALSE,FALSE
guianese french creole,,34,gfr,gcr,{},5,-53,South America,,Guianese French Creole,733,FALSE,FALSE
guinea bissau crioulo,,34,gbc,pov,{},12,-15,Africa,,Guinea Bissau Crioulo,717,FALSE,FALSE
gujarati,,84,guj,guj,{},23,72,Eurasia,,Gujarati,804,FALSE,FALSE
gula in central african republic,,103,gul,glu,{},9.5,22.5,Africa,,Gula (in Central African Republic),805,FALSE,FALSE
gula iro,,273,gir,glj,{},10.25,19.41666667,Africa,,Gula Iro,743,FALSE,FALSE
gumatj,,117,gmt,gnn,{},-12.5,135.5,Australia,,Gumatj,757,FALSE,FALSE
gumawana,,25,gmw,gvs,{},-9.25,150.8333333,Papunesia,,Gumawana,758,FALSE,FALSE
gumbaynggir,,113,gum,kgs,{},-30.16666667,152.5,Australia,,Gumbaynggir,806,FALSE,FALSE
gumuz,,278,gmz,guk,{},12.5,35.83333333,Africa,,Gumuz,759,FALSE,FALSE
gunbalang,,112,gnb,wlg,{},-12,134,Australia,,Gunbalang,761,FALSE,FALSE
gungbe,,5,guw,guw,{},6.5,2.5,Africa,,Gungbe,812,FALSE,FALSE
gunin,,280,gnn,gww,{},-14.25,126.6666667,Australia,,Gunin,763,FALSE,FALSE
gunu,,31,gun,yas,{},4.583333333,11.25,Africa,,Gunu,807,FALSE,FALSE
gununa kune,,275,gku,pue,{},-41,-67,South America,,Gününa Küne,748,FALSE,FALSE
gunya,,35,gny,gyy,{},-26.5,146.5,Australia,,Gunya,765,FALSE,FALSE
gupapuyngu,,117,guf,guf,{},-12,136,Australia,,Gupapuyngu,801,FALSE,FALSE
gureng gureng,,113,ggu,gnr,{},-25.25,151,Australia,,Gureng Gureng,735,FALSE,FALSE
gurenne,,144,grn,gur,{},10.83333333,-0.916666667,Africa,,Gurenne,785,FALSE,FALSE
gurindji,,117,gji,gue,{},-17.66666667,130.6666667,Australia,,Gurindji,746,FALSE,FALSE
gurma,,144,grm,gux,{},12.25,1,Africa,,Gurma,784,FALSE,FALSE
guro,,136,gro,goa,{},7,-6,Africa,,Guro,786,FALSE,FALSE
gurrgoni,,170,grg,gge,{},-12.25,134.4166667,Australia,,Gurr-goni,781,FALSE,FALSE
gurung,,56,gur,"ggn, gvr",{},28.33333333,84.33333333,Eurasia,,Gurung,809,FALSE,FALSE
gusii,,31,gus,guz,{},-0.75,34.83333333,Africa,,Gusii,810,FALSE,FALSE
gutob,,129,gdb,gbj,{},19,83.66666667,Eurasia,,Gutob,723,FALSE,FALSE
guugu yimidhirr,,35,guu,kky,{},-15,144.8333333,Australia,,Guugu Yimidhirr,811,FALSE,FALSE
gwari,,244,gwa,gbr,{},9.5,7,Africa,,Gwari,814,FALSE,FALSE
gworok,,135,gwo,kcg,{},9.916666667,8.166666667,Africa,,Gworok,816,FALSE,FALSE
gyarong cogtse,,286,gyc,jya,{},31.5,102,Eurasia,,Gyarong (Cogtse),818,FALSE,FALSE
hadza,,287,had,hts,{},-3.75,35.16666667,Africa,,Hadza,820,FALSE,FALSE
haida,,288,hai,"hax, hdn",{},53,-132,North America,,Haida,821,FALSE,TRUE
haida northern,,288,hno,hdn,{},54,-132.5,North America,,Haida (Northern),863,FALSE,FALSE
haisla,,291,hsl,has,{},54,-128.75,North America,,Haisla,873,FALSE,FALSE
haitian creole,,34,hcr,hat,{},19,-72.5,North America,,Haitian Creole,833,FALSE,FALSE
hakka,,204,hak,hak,{},25,116,Eurasia,,Hakka,822,FALSE,FALSE
